Course_name, Playlist, Tittle, YouTube_Vidoe_ID, google_doc_link
PSYCHOLOGY KANNADA,MANA:SHASTRA(ಕನ್ನಡ),91: What Determines the Next Birth?(ಸಾವಿನ ಕ್ಷಣದ ಚಿಂತನೆ ಏನು ತೀರ್ಮಾನಿಸುತ್ತದೆ? ),Aev9cdU6WG0,none
PSYCHOLOGY KANNADA,MANA:SHASTRA(ಕನ್ನಡ),92: Journey Beyond Birth and Death (ಜನನ ಮರಣಾತೀತ ಯಾನ),skgL1tC-gKw,none
PSYCHOLOGY KANNADA,MANA:SHASTRA(ಕನ್ನಡ),93: Journey of the Jeeva After Death(ಮರಣದ ನಂತರ ಆತ್ಮದ ಪಥ),-CT4yMpb0MU, none
PSYCHOLOGY KANNADA,MANA:SHASTRA(ಕನ್ನಡ),94: Brahma-Jagath Sambandha Yoga,g4fQgoHpoIk, none 
PSYCHOLOGY KANNADA,MANA:SHASTRA(ಕನ್ನಡ),95: Divine and the Principle of Devotion(ಭಗವಂತನ ನಿಜಸ್ವರೂಪ ಮತ್ತು ಭಕ್ತಿಯ ತತ್ವ),duXKsWwEx10,none
PSYCHOLOGY KANNADA,MANA:SHASTRA(ಕನ್ನಡ),96: Trai-Vidyara Dharma & Bhagawathara Dharma(ತ್ರೈವ್ವಿದ್ಯರ ಧರ್ಮಮತ್ತುಭಾಗವತರ ಧರ್ಮ),y4oHx7RtoAg,none
PSYCHOLOGY KANNADA,MANA:SHASTRA(ಕನ್ನಡ),97: Upasamhaara (ಭಾಗವತ ಧರ್ಮ ಅನುಷ್ಠಾನದಿಂದ ಎನು ಫಲ..?),RPcqC3-GrfI, none
PSYCHOLOGY KANNADA,MANA:SHASTRA(ಕನ್ನಡ),98: What is Shaapa..?(ಶಾಪ ಅಂದರೇ ಏನು..?),M6eZarPa6WU, none
PSYCHOLOGY KANNADA,MANA:SHASTRA(ಕನ್ನಡ),99: Is There Any Partiality in God’s Grace?(ಭಗವಂತನ ಅನುಗ್ರಹದಲ್ಲಿ ತಾರತಮ್ಯ ಇದೆಯೇ...?),1gmkkLV0ZQc, none
PSYCHOLOGY KANNADA,MANA:SHASTRA(ಕನ್ನಡ),100: Divine Qualities(Buddhi, Jnana & Forgiveness),nqKpoGg9nag, none
PSYCHOLOGY TELUGU, MANA:SHASTRAMU(తెలుగు),01: Concept of Moksha,HfzSIyf-gIQ, none
PSYCHOLOGY TELUGU, MANA:SHASTRAMU(తెలుగు),02:Athma - 15 Fences (ఆత్మ-15 కంచలు), ptIo3vUXx50, none
PSYCHOLOGY TELUGU, MANA:SHASTRAMU(తెలుగు),03:Concept of Moksha in Different Religions, E8DmXG3q3T0, none
PSYCHOLOGY TELUGU, MANA:SHASTRAMU(తెలుగు),04:Budhism & Advaitha Sidhaantham, L7h6caDPy8g, none
PSYCHOLOGY TELUGU, MANA:SHASTRAMU(తెలుగు),05: Visistha-Advaithamu & Dvaitha Sidhaanthamu, fyGESDRPtTA, none
PSYCHOLOGY TELUGU, MANA:SHASTRAMU(తెలుగు),FAQ: The Lost Dharma of Compassion(దయ మరచిన ధర్మం),56NkpcP159o,none
PSYCHOLOGY TELUGU, MANA:SHASTRAMU(తెలుగు),Hidden Beliefs and Myths about the Eclipse(Telugu), 78bwqK81vsQ, https://drive.google.com/file/d/12OHR60cPJjpxIpcmXjBjwMCfPQSG-RsA/view
Special Topics,Hidden Beliefs and Myths about the Eclipse(Kannada), 2Yr0V0uzoRk, https://drive.google.com/file/d/1-LeyhyaWk3Hrkp8Iydig_tNQAc-y93Se/view 
Special Topics, The Lost Dharma of Compassion (ಕರುಣೆ ಮರೆತ ಧರ್ಮ),ycMchAoDG3I,none




















